Academic Yr,Year Term,Semester,Ungrad Grad,Entry Status,College/School,Academic Division,Academic Department,Major Short Nm,Student Headcount,Prorated Student Count
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Anthropology,Anthropology,89,76.16666667
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Economics,Economics,765,631
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Asian Am & Asian Diasp St,11,8.5
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Chicano Studies,19,14
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Ethnic Studies,42,35.5
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Native American Studies,4,4
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Gender & Womens Studies,Gender & Womens Studies,27,19.83333333
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Geography,Geography,64,51.83333333
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,History,History,169,143.3333333
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Asian Studies,5,5
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Asian Studies - China,4,3
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Cognitive Science,238,208.3333333
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Development Studies,21,19.5
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Latin American Studies,8,4.5
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Middle Eastern Studies,7,3.333333333
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Peace & Conflict Studies,68,57.5
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Political Economy,285,264
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Linguistics,Linguistics,73,57.66666667
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Political Science,Political Science,432,378.8333333
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Psychology,Psychology,359,293.5
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Sociology,Sociology,240,211
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undeclared, Undeclared,Letters & Sci Undeclared,8741,8741
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,American Studies,93,87
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Interdisciplinary Studies,127,118.3333333
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Media Studies,223,183
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Religious Studies,10,8.5
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Haas School of Business,Haas School of Business,Business,Business Administration,526,458.1666667
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Ag & Resource Econ & Pol,Environ Econ & Policy,142,122.5
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,90,80.33333333
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,184,175.8333333
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,27,23.5
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,290,285.8333333
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Society and Environment,139,123.5
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Molecular Toxicology,61,56.5
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Nut Sci-Physio & Metabol,66,60.5
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Nutritional Sci-Dietetics,24,23
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Nutritional Science,104,104
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Other Clg of Natural Res Pgms,CNR Undeclared,192,192
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Plant & Microbial Biology,Genetics & Plant Biology,44,42.5
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Plant & Microbial Biology,Microbial Biology,117,114
2014-15,2014 Fall,Fall,Undergraduate,Freshman Entrant,UCB Extension,FPF-Undergraduate Div,FPF-General,UCB Ext - FPF Undeclared,730,730
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,2,2
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemical Biology,3,3
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,3,3
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,1,1
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,1,1
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Administered Programs, Social Welfare, Social Welfare,3,3
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Arts & Humanities Division,English,English,1,1
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Arts & Humanities Division,Rhetoric,Rhetoric,2,2
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,1,1
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Biological Sciences Div,Integrative Biology,Integrative Biology,1,1
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Immunology,1,1
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Math & Phys Sciences Div,Mathematics,Applied Mathematics,1,0.5
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Math & Phys Sciences Div,Mathematics,Mathematics,1,1
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Math & Phys Sciences Div,Statistics,Statistics,3,2
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,African American Studies,African American Studies,1,1
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Anthropology,Anthropology,1,1
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Economics,Economics,2,1.5
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Native American Studies,1,1
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Geography,Geography,1,1
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Latin American Studies,1,1
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Political Science,Political Science,1,1
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Sociology,Sociology,4,4
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Undeclared, Undeclared,Letters & Sci Undeclared,6,6
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,American Studies,3,3
2014-15,2014 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Interdisciplinary Studies,4,4
2014-15,2014 Fall,Fall,Undergraduate,Other,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,1,1
2014-15,2014 Fall,Fall,Undergraduate,Other,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,1,1
2014-15,2014 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chem Eng/MSE Joint Major,16,16
2014-15,2014 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chem Eng/NE Joint Major,4,4
2014-15,2014 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,82,82
2014-15,2014 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemical Biology,41,40.5
2014-15,2014 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,53,52.5
2014-15,2014 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,12,12
